payload_cid,data_size,filenames
bafybeiedirnivx526wxihuvxnloqtyi765fzqb4q3gtjru77lqq55345lm,34091302912,"['camera_lidar-20180810150607_lidar_frontleft.tar.11','camera_lidar-20180810150607_lidar_frontleft.tar.12','camera_lidar-20180810150607_lidar_frontleft.tar.13','camera_lidar-20180810150607_lidar_frontleft.tar.14','camera_lidar-20180810150607_lidar_frontleft.tar.15','camera_lidar-20180810150607_lidar_frontleft.tar.16','camera_lidar-20180810150607_lidar_frontleft.tar.17','camera_lidar-20180810150607_lidar_frontleft.tar.18','camera_lidar-20180810150607_lidar_frontleft.tar.19','camera_lidar-20180810150607_lidar_frontleft.tar.20','camera_lidar-20180810150607_lidar_frontleft.tar.21','camera_lidar-20180810150607_lidar_frontleft.tar.22','camera_lidar-20180810150607_lidar_frontleft.tar.23','camera_lidar-20180810150607_lidar_frontleft.tar.24','camera_lidar-20180810150607_lidar_frontleft.tar.25','camera_lidar-20180810150607_lidar_frontleft.tar.26','camera_lidar-20180810150607_lidar_frontleft.tar.27']"
bafybeiaok57cza3ry47d6x2xuokkwn6y6ru4ha5hgdiy7detkeyif4ung4,34091302912,"['camera_lidar-20180810150607_lidar_frontleft.tar.28','camera_lidar-20180810150607_lidar_frontleft.tar.29','camera_lidar-20180810150607_lidar_frontleft.tar.30','camera_lidar-20180810150607_lidar_frontleft.tar.31','camera_lidar-20180810150607_lidar_frontright.tar.01','camera_lidar-20180810150607_lidar_frontright.tar.02','camera_lidar-20180810150607_lidar_frontright.tar.03','camera_lidar-20180810150607_lidar_frontright.tar.04','camera_lidar-20180810150607_lidar_frontright.tar.05','camera_lidar-20180810150607_lidar_frontright.tar.06','camera_lidar-20180810150607_lidar_frontright.tar.07','camera_lidar-20180810150607_lidar_frontright.tar.08','camera_lidar-20180810150607_lidar_frontright.tar.09','camera_lidar-20180810150607_lidar_frontright.tar.10','camera_lidar-20180810150607_lidar_frontright.tar.11','camera_lidar-20180810150607_lidar_frontright.tar.12','camera_lidar-20180810150607_lidar_frontright.tar.13','camera_lidar-20180810150607_lidar_frontright.tar.14']"
bafybeig447d7tnzscx7mxg7neigfsysdxp4dwrk6sfhqsml57jf7tis5xq,34091302912,"['camera_lidar-20180810150607_lidar_frontright.tar.15','camera_lidar-20180810150607_lidar_frontright.tar.16','camera_lidar-20180810150607_lidar_frontright.tar.17','camera_lidar-20180810150607_lidar_frontright.tar.18','camera_lidar-20180810150607_lidar_frontright.tar.19','camera_lidar-20180810150607_lidar_frontright.tar.20','camera_lidar-20180810150607_lidar_frontright.tar.21','camera_lidar-20180810150607_lidar_frontright.tar.22','camera_lidar-20180810150607_lidar_frontright.tar.23','camera_lidar-20180810150607_lidar_frontright.tar.24','camera_lidar-20180810150607_lidar_frontright.tar.25','camera_lidar-20180810150607_lidar_frontright.tar.26','camera_lidar-20180810150607_lidar_frontright.tar.27','camera_lidar-20180810150607_lidar_frontright.tar.28','camera_lidar-20180810150607_lidar_frontright.tar.29','camera_lidar-20180810150607_lidar_frontright.tar.30','camera_lidar-20180810150607_lidar_frontright.tar.31']"
bafybeicfnwlep5xvnovav3hyxkpmuvrgipivflmd6bu2bjjztftufmyrqe,34091302912,"['camera_lidar-20180810150607_lidar_frontright.tar.32','camera_lidar-20180810150607_lidar_rearcenter.tar.00','camera_lidar-20180810150607_lidar_rearcenter.tar.01','camera_lidar-20180810150607_lidar_rearcenter.tar.02','camera_lidar-20180810150607_lidar_rearcenter.tar.03','camera_lidar-20180810150607_lidar_rearcenter.tar.04','camera_lidar-20180810150607_lidar_rearcenter.tar.05','camera_lidar-20180810150607_lidar_rearcenter.tar.06','camera_lidar-20180810150607_lidar_rearcenter.tar.07','camera_lidar-20180810150607_lidar_rearcenter.tar.08','camera_lidar-20180810150607_lidar_rearcenter.tar.09','camera_lidar-20180810150607_lidar_rearcenter.tar.10','camera_lidar-20180810150607_lidar_rearcenter.tar.11','camera_lidar-20180810150607_lidar_rearcenter.tar.12','camera_lidar-20180810150607_lidar_rearcenter.tar.13','camera_lidar-20180810150607_lidar_rearcenter.tar.14','camera_lidar-20180810150607_lidar_rearcenter.tar.15','camera_lidar-20180810150607_lidar_rearcenter.tar.16']"
bafybeihd2tusa4kc5i2u5k5od3hn2za3ssucxh3d7ts7hqqtijclxhk45y,34091302912,"['camera_lidar-20180810150607_lidar_rearcenter.tar.17','camera_lidar-20180810150607_lidar_rearcenter.tar.18','camera_lidar-20180810150607_lidar_rearcenter.tar.19','camera_lidar-20180810150607_lidar_rearcenter.tar.20','camera_lidar-20180810150607_lidar_rearcenter.tar.21','camera_lidar-20180810150607_lidar_rearcenter.tar.22','camera_lidar-20180810150607_lidar_rearcenter.tar.23','camera_lidar-20180810150607_lidar_rearcenter.tar.24','camera_lidar-20180810150607_lidar_rearcenter.tar.25','camera_lidar-20180810150607_lidar_rearcenter.tar.26','camera_lidar-20180810150607_lidar_rearcenter.tar.27','camera_lidar-20180810150607_lidar_rearcenter.tar.28','camera_lidar-20180810150607_lidar_rearcenter.tar.29','camera_lidar-20180810150607_lidar_rearcenter.tar.30','camera_lidar-20180810150607_lidar_rearcenter.tar.31','camera_lidar-20180810150607_lidar_rearcenter.tar.32','camera_lidar-20180810150607_lidar_rearcenter.tar.33']"
bafybeiegjiaplozvrk4p5d2ftgcig6xqrmccnzupewq464naweupgkrkle,34091302912,"['camera_lidar-20180810150607_camera_sideright.tar.00','camera_lidar-20180810150607_camera_sideright.tar.01','camera_lidar-20180810150607_camera_sideright.tar.02','camera_lidar-20180810150607_camera_sideright.tar.03','camera_lidar-20180810150607_camera_sideright.tar.04','camera_lidar-20180810150607_camera_sideright.tar.05','camera_lidar-20180810150607_camera_sideright.tar.08','camera_lidar-20180810150607_camera_sideright.tar.09','camera_lidar-20180810150607_camera_sideright.tar.10','camera_lidar-20180810150607_camera_sideright.tar.11','camera_lidar-20180810150607_camera_sideright.tar.12','camera_lidar-20180810150607_camera_sideright.tar.13','camera_lidar-20180810150607_camera_sideright.tar.14','camera_lidar-20180810150607_camera_sideright.tar.15','camera_lidar-20180810150607_camera_sideright.tar.16','camera_lidar-20180810150607_camera_sideright.tar.17','camera_lidar-20180810150607_lidar_rearcenter.tar.34','camera_lidar-20180810150607_lidar_rearcenter.tar.35']"
bafybeiecl3uh3ufroihhhzcyw5f6rxjz7kgva7b5o2hq2bsa53qjza3j5u,34091302912,"['camera_lidar-20180810150607_camera_sideright.tar.18','camera_lidar-20180810150607_camera_sideright.tar.19','camera_lidar-20180810150607_camera_sideright.tar.20','camera_lidar-20180810150607_camera_sideright.tar.21','camera_lidar-20180810150607_camera_sideright.tar.22','camera_lidar-20180810150607_camera_sideright.tar.23','camera_lidar-20180810150607_camera_sideright.tar.24','camera_lidar-20180810150607_camera_sideright.tar.25','camera_lidar-20180810150607_camera_sideright.tar.26','camera_lidar-20180810150607_camera_sideright.tar.27','camera_lidar-20180810150607_camera_sideright.tar.28','camera_lidar-20180810150607_camera_sideright.tar.29','camera_lidar-20180810150607_camera_sideright.tar.30','camera_lidar-20180810150607_camera_sideright.tar.31','camera_lidar-20180810150607_camera_sideright.tar.32','camera_lidar-20180810150607_camera_sideright.tar.33','camera_lidar-20180810150607_camera_sideright.tar.34']"
bafybeibyo26gelm4odya2aow6oclfo32wjnvszw6z2rpbc6vrv7hwdhr44,34091302912,"['camera_lidar-20180810150607_camera_sideright.tar.35','camera_lidar-20180810150607_camera_sideright.tar.36','camera_lidar-20180810150607_camera_sideright.tar.37','camera_lidar-20180810150607_camera_sideright.tar.38','camera_lidar-20180810150607_camera_sideright.tar.39','camera_lidar-20180810150607_camera_sideright.tar.40','camera_lidar-20180810150607_camera_sideright.tar.41','camera_lidar-20180810150607_camera_sideright.tar.42','camera_lidar-20180810150607_camera_sideright.tar.43','camera_lidar-20180810150607_camera_sideright.tar.44','camera_lidar-20180810150607_camera_sideright.tar.45','camera_lidar-20180810150607_camera_sideright.tar.46','camera_lidar-20180810150607_camera_sideright.tar.47','camera_lidar-20180810150607_camera_sideright.tar.48','camera_lidar-20180810150607_lidar_sideleft.tar.00','camera_lidar-20180810150607_lidar_sideleft.tar.01','camera_lidar-20180810150607_lidar_sideleft.tar.02','camera_lidar-20180810150607_lidar_sideleft.tar.03']"
bafybeibjx5jlopuw62mlnjipqerpttqcqcrdtq3h6tetlz3c4x6r4rdnlu,34091302912,"['camera_lidar-20180810150607_lidar_sideleft.tar.04','camera_lidar-20180810150607_lidar_sideleft.tar.05','camera_lidar-20180810150607_lidar_sideleft.tar.06','camera_lidar-20180810150607_lidar_sideleft.tar.07','camera_lidar-20180810150607_lidar_sideleft.tar.08','camera_lidar-20180810150607_lidar_sideleft.tar.09','camera_lidar-20180810150607_lidar_sideleft.tar.10','camera_lidar-20180810150607_lidar_sideleft.tar.11','camera_lidar-20180810150607_lidar_sideleft.tar.12','camera_lidar-20180810150607_lidar_sideleft.tar.13','camera_lidar-20180810150607_lidar_sideleft.tar.14','camera_lidar-20180810150607_lidar_sideleft.tar.15','camera_lidar-20180810150607_lidar_sideleft.tar.16','camera_lidar-20180810150607_lidar_sideleft.tar.17','camera_lidar-20180810150607_lidar_sideleft.tar.18','camera_lidar-20180810150607_lidar_sideleft.tar.19','camera_lidar-20180810150607_lidar_sideleft.tar.20']"
bafybeihuxh5zswdcky5upmndtadislsjzys47nfpbcxlq34phqdj3fihk4,34091302912,"['camera_lidar-20180810150607_lidar_sideleft.tar.21','camera_lidar-20180810150607_lidar_sideleft.tar.23','camera_lidar-20180810150607_lidar_sideleft.tar.24','camera_lidar-20180810150607_lidar_sideleft.tar.25','camera_lidar-20180810150607_lidar_sideleft.tar.26','camera_lidar-20180810150607_lidar_sideleft.tar.27','camera_lidar-20180810150607_lidar_sideleft.tar.28','camera_lidar-20180810150607_lidar_sideleft.tar.29','camera_lidar-20180810150607_lidar_sideleft.tar.30','camera_lidar-20180810150607_lidar_sideleft.tar.31','camera_lidar-20180810150607_lidar_sideleft.tar.32','camera_lidar-20180810150607_lidar_sideleft.tar.33','camera_lidar-20180810150607_lidar_sideleft.tar.34','camera_lidar-20180810150607_lidar_sideleft.tar.35','camera_lidar-20180810150607_lidar_sideright.tar.00','camera_lidar-20180810150607_lidar_sideright.tar.01','camera_lidar-20180810150607_lidar_sideright.tar.02','camera_lidar-20180810150607_lidar_sideright.tar.03']"
bafybeihn4xghlhqo3wy3f3rc6r6nnf7bmzgaipfutoyuksszsft6slhxk4,34091302912,"['camera_lidar-20180810150607_lidar_sideright.tar.04','camera_lidar-20180810150607_lidar_sideright.tar.05','camera_lidar-20180810150607_lidar_sideright.tar.06','camera_lidar-20180810150607_lidar_sideright.tar.07','camera_lidar-20180810150607_lidar_sideright.tar.08','camera_lidar-20180810150607_lidar_sideright.tar.09','camera_lidar-20180810150607_lidar_sideright.tar.10','camera_lidar-20180810150607_lidar_sideright.tar.11','camera_lidar-20180810150607_lidar_sideright.tar.12','camera_lidar-20180810150607_lidar_sideright.tar.13','camera_lidar-20180810150607_lidar_sideright.tar.14','camera_lidar-20180810150607_lidar_sideright.tar.15','camera_lidar-20180810150607_lidar_sideright.tar.16','camera_lidar-20180810150607_lidar_sideright.tar.17','camera_lidar-20180810150607_lidar_sideright.tar.18','camera_lidar-20180810150607_lidar_sideright.tar.19','camera_lidar-20180810150607_lidar_sideright.tar.20']"
bafybeif4bmn6kgi6tqg4qhdixfkwdxaqbj6rvku2lafk5t4z7b5rvozc3a,34091302912,"['camera_lidar-20180810150607_lidar_sideright.tar.21','camera_lidar-20180810150607_lidar_sideright.tar.22','camera_lidar-20180810150607_lidar_sideright.tar.23','camera_lidar-20180810150607_lidar_sideright.tar.24','camera_lidar-20180810150607_lidar_sideright.tar.25','camera_lidar-20180810150607_lidar_sideright.tar.26','camera_lidar-20180810150607_lidar_sideright.tar.27','camera_lidar-20180810150607_lidar_sideright.tar.28','camera_lidar-20180810150607_lidar_sideright.tar.29','camera_lidar-20180810150607_lidar_sideright.tar.30','camera_lidar-20180810150607_lidar_sideright.tar.31','camera_lidar-20180810150607_lidar_sideright.tar.32','camera_lidar-20180810150607_lidar_sideright.tar.33','camera_lidar-20180810150607_lidar_sideright.tar.34','camera_lidar-20180810150607_lidar_sideright.tar.35','camera_lidar-20180810150607_lidar_sideright.tar.36','camera_lidar-20190401121727_camera_frontcenter.tar.00','camera_lidar-20190401121727_camera_frontcenter.tar.01']"
bafybeiejthj5fra6zlc6rcfnyyo7u355wo3onjg26tjqyraf2rssak24aa,34091302912,"['camera_lidar-20190401121727_camera_frontcenter.tar.02','camera_lidar-20190401121727_camera_frontcenter.tar.03','camera_lidar-20190401121727_camera_frontcenter.tar.04','camera_lidar-20190401121727_camera_frontcenter.tar.05','camera_lidar-20190401121727_camera_frontcenter.tar.06','camera_lidar-20190401121727_camera_frontcenter.tar.07','camera_lidar-20190401121727_camera_frontcenter.tar.08','camera_lidar-20190401121727_camera_frontcenter.tar.09','camera_lidar-20190401121727_camera_frontcenter.tar.10','camera_lidar-20190401121727_camera_frontcenter.tar.13','camera_lidar-20190401121727_camera_frontcenter.tar.14','camera_lidar-20190401121727_camera_frontcenter.tar.15','camera_lidar-20190401121727_camera_frontcenter.tar.16','camera_lidar-20190401121727_camera_frontcenter.tar.17','camera_lidar-20190401121727_camera_frontcenter.tar.18','camera_lidar-20190401121727_camera_frontcenter.tar.19','camera_lidar-20190401121727_camera_frontcenter.tar.20']"
bafybeieqsc3wc3gqsebxzx47o53evrlzcrolxmm34chedsjr4j6hnebsyq,34091302912,"['camera_lidar-20190401121727_camera_frontcenter.tar.21','camera_lidar-20190401121727_camera_frontcenter.tar.22','camera_lidar-20190401121727_camera_frontcenter.tar.23','camera_lidar-20190401121727_camera_frontcenter.tar.24','camera_lidar-20190401121727_camera_frontcenter.tar.25','camera_lidar-20190401121727_camera_frontcenter.tar.26','camera_lidar-20190401121727_camera_frontcenter.tar.27','camera_lidar-20190401121727_camera_frontcenter.tar.28','camera_lidar-20190401121727_camera_frontcenter.tar.29','camera_lidar-20190401121727_camera_frontcenter.tar.30','camera_lidar-20190401121727_camera_frontcenter.tar.31','camera_lidar-20190401121727_camera_frontcenter.tar.32','camera_lidar-20190401121727_camera_frontcenter.tar.33','camera_lidar-20190401121727_camera_frontcenter.tar.34','camera_lidar-20190401121727_camera_frontcenter.tar.35','camera_lidar-20190401121727_camera_frontcenter.tar.36','camera_lidar-20190401121727_camera_frontcenter.tar.37']"
bafybeihkt5caqj4bgmzkfgrda2crlgxjhx77mimdgc4ch6nbynb5ret2ca,34091302912,"['camera_lidar-20190401121727_camera_frontcenter.tar.38','camera_lidar-20190401121727_camera_frontcenter.tar.39','camera_lidar-20190401121727_camera_frontcenter.tar.40','camera_lidar-20190401121727_camera_frontcenter.tar.41','camera_lidar-20190401121727_camera_frontcenter.tar.42','camera_lidar-20190401121727_camera_frontcenter.tar.43','camera_lidar-20190401121727_camera_frontcenter.tar.44','camera_lidar-20190401121727_camera_frontcenter.tar.45','camera_lidar-20190401121727_camera_frontcenter.tar.46','camera_lidar-20190401121727_camera_frontcenter.tar.47','camera_lidar-20190401121727_camera_frontcenter.tar.48','camera_lidar-20190401121727_camera_frontcenter.tar.49','camera_lidar-20190401121727_camera_frontcenter.tar.50','camera_lidar-20190401121727_camera_frontcenter.tar.51','camera_lidar-20190401121727_camera_frontcenter.tar.52','camera_lidar-20190401121727_camera_frontcenter.tar.53','camera_lidar-20190401121727_camera_frontcenter.tar.54']"
bafybeigoairfqte3vfq6ef6eoemni3m4rxzv2ce4d6kx5nimoy33ua6ye4,34091302912,"['camera_lidar-20190401121727_camera_frontcenter.tar.55','camera_lidar-20190401121727_camera_frontcenter.tar.56','camera_lidar-20190401121727_camera_frontcenter.tar.57','camera_lidar-20190401121727_camera_frontcenter.tar.58','camera_lidar-20190401121727_camera_frontcenter.tar.59','camera_lidar-20190401121727_camera_frontcenter.tar.60','camera_lidar-20190401121727_camera_frontcenter.tar.61','camera_lidar-20190401121727_camera_frontcenter.tar.62','camera_lidar-20190401121727_camera_frontcenter.tar.63','camera_lidar-20190401121727_camera_frontcenter.tar.64','camera_lidar-20190401121727_camera_frontcenter.tar.65','camera_lidar-20190401121727_camera_frontcenter.tar.66','camera_lidar-20190401121727_camera_frontcenter.tar.67','camera_lidar-20190401121727_camera_frontcenter.tar.68','camera_lidar-20190401121727_camera_frontcenter.tar.69','camera_lidar-20190401121727_camera_frontcenter.tar.70','camera_lidar-20190401121727_camera_frontcenter.tar.71']"
bafybeidpdythuissnbujsfd63xg4b6dfser54gwj3vsezrmilruaklwu3u,34091302912,"['camera_lidar-20190401121727_camera_frontcenter.tar.72','camera_lidar-20190401121727_camera_frontcenter.tar.73','camera_lidar-20190401121727_camera_frontcenter.tar.74','camera_lidar-20190401121727_camera_frontcenter.tar.75','camera_lidar-20190401121727_camera_frontcenter.tar.76','camera_lidar-20190401121727_camera_frontcenter.tar.77','camera_lidar-20190401121727_camera_frontcenter.tar.78','camera_lidar-20190401121727_camera_frontcenter.tar.79','camera_lidar-20190401121727_camera_frontcenter.tar.80','camera_lidar-20190401121727_camera_frontcenter.tar.81','camera_lidar-20190401121727_camera_frontcenter.tar.82','camera_lidar-20190401121727_camera_frontcenter.tar.83','camera_lidar-20190401121727_camera_frontcenter.tar.84','camera_lidar-20190401121727_camera_frontcenter.tar.85','camera_lidar-20190401121727_camera_frontcenter.tar.86','camera_lidar-20190401121727_camera_frontcenter.tar.87','camera_lidar-20190401121727_camera_frontcenter.tar.88']"
bafybeiavmt2wk6fzt5wikdevcqtcq7xiisatfe2gblcgosowzyycbw3aje,34091302912,"['camera_lidar-20190401121727_camera_frontcenter.tar.89','camera_lidar-20190401121727_camera_frontcenter.tar.9000','camera_lidar-20190401121727_camera_frontcenter.tar.9001','camera_lidar-20190401121727_camera_frontleft.tar.00','camera_lidar-20190401121727_camera_frontleft.tar.01','camera_lidar-20190401121727_camera_frontleft.tar.02','camera_lidar-20190401121727_camera_frontleft.tar.03','camera_lidar-20190401121727_camera_frontleft.tar.04','camera_lidar-20190401121727_camera_frontleft.tar.05','camera_lidar-20190401121727_camera_frontleft.tar.06','camera_lidar-20190401121727_camera_frontleft.tar.07','camera_lidar-20190401121727_camera_frontleft.tar.08','camera_lidar-20190401121727_camera_frontleft.tar.09','camera_lidar-20190401121727_camera_frontleft.tar.10','camera_lidar-20190401121727_camera_frontleft.tar.11','camera_lidar-20190401121727_camera_frontleft.tar.12','camera_lidar-20190401121727_camera_frontleft.tar.13','camera_lidar-20190401121727_camera_frontleft.tar.14']"
bafybeiedmfblw7kdfwscu3d2l2xukcx2syun554qd7qz72ywikcgxmdkw4,34091302912,"['camera_lidar-20190401121727_camera_frontleft.tar.15','camera_lidar-20190401121727_camera_frontleft.tar.16','camera_lidar-20190401121727_camera_frontleft.tar.17','camera_lidar-20190401121727_camera_frontleft.tar.18','camera_lidar-20190401121727_camera_frontleft.tar.19','camera_lidar-20190401121727_camera_frontleft.tar.20','camera_lidar-20190401121727_camera_frontleft.tar.21','camera_lidar-20190401121727_camera_frontleft.tar.22','camera_lidar-20190401121727_camera_frontleft.tar.23','camera_lidar-20190401121727_camera_frontleft.tar.24','camera_lidar-20190401121727_camera_frontleft.tar.25','camera_lidar-20190401121727_camera_frontleft.tar.26','camera_lidar-20190401121727_camera_frontleft.tar.27','camera_lidar-20190401121727_camera_frontleft.tar.28','camera_lidar-20190401121727_camera_frontleft.tar.29','camera_lidar-20190401121727_camera_frontleft.tar.30','camera_lidar-20190401121727_camera_frontleft.tar.31']"
bafybeifltwu272x75gjrwzmzhvmlcxxt4xaonkv3aju7oewfxggmpps6qa,34091302912,"['camera_lidar-20190401121727_camera_frontleft.tar.32','camera_lidar-20190401121727_camera_frontleft.tar.33','camera_lidar-20190401121727_camera_frontleft.tar.34','camera_lidar-20190401121727_camera_frontleft.tar.35','camera_lidar-20190401121727_camera_frontleft.tar.36','camera_lidar-20190401121727_camera_frontleft.tar.38','camera_lidar-20190401121727_camera_frontleft.tar.39','camera_lidar-20190401121727_camera_frontleft.tar.40','camera_lidar-20190401121727_camera_frontleft.tar.41','camera_lidar-20190401121727_camera_frontleft.tar.42','camera_lidar-20190401121727_camera_frontleft.tar.43','camera_lidar-20190401121727_camera_frontleft.tar.44','camera_lidar-20190401121727_camera_frontleft.tar.45','camera_lidar-20190401121727_camera_frontleft.tar.46','camera_lidar-20190401121727_camera_frontleft.tar.47','camera_lidar-20190401121727_camera_frontleft.tar.48','camera_lidar-20190401121727_camera_frontleft.tar.49']"
bafybeiastufoqwujld3l6jsgat4xzhfouofn25uxav7ugxzion2sfebcne,34091302912,"['camera_lidar-20190401121727_camera_frontleft.tar.50','camera_lidar-20190401121727_camera_frontleft.tar.51','camera_lidar-20190401121727_camera_frontleft.tar.52','camera_lidar-20190401121727_camera_frontleft.tar.53','camera_lidar-20190401121727_camera_frontleft.tar.54','camera_lidar-20190401121727_camera_frontleft.tar.55','camera_lidar-20190401121727_camera_frontleft.tar.56','camera_lidar-20190401121727_camera_frontleft.tar.57','camera_lidar-20190401121727_camera_frontleft.tar.58','camera_lidar-20190401121727_camera_frontleft.tar.59','camera_lidar-20190401121727_camera_frontleft.tar.60','camera_lidar-20190401121727_camera_frontleft.tar.61','camera_lidar-20190401121727_camera_frontleft.tar.62','camera_lidar-20190401121727_camera_frontleft.tar.63','camera_lidar-20190401121727_camera_frontleft.tar.64','camera_lidar-20190401121727_camera_frontleft.tar.65','camera_lidar-20190401121727_camera_frontleft.tar.66']"
bafybeidafmj3iz5uva52cr2a74imd4jmqbawhkxuoshgxvqjxzljte4ody,34091302912,"['camera_lidar-20190401121727_camera_frontleft.tar.67','camera_lidar-20190401121727_camera_frontleft.tar.68','camera_lidar-20190401121727_camera_frontleft.tar.69','camera_lidar-20190401121727_camera_frontleft.tar.70','camera_lidar-20190401121727_camera_frontleft.tar.71','camera_lidar-20190401121727_camera_frontleft.tar.72','camera_lidar-20190401121727_camera_frontleft.tar.73','camera_lidar-20190401121727_camera_frontleft.tar.74','camera_lidar-20190401121727_camera_frontleft.tar.75','camera_lidar-20190401121727_camera_frontleft.tar.76','camera_lidar-20190401121727_camera_frontleft.tar.77','camera_lidar-20190401121727_camera_frontleft.tar.78','camera_lidar-20190401121727_camera_frontleft.tar.79','camera_lidar-20190401121727_camera_frontleft.tar.80','camera_lidar-20190401121727_camera_frontleft.tar.81','camera_lidar-20190401121727_camera_frontleft.tar.82','camera_lidar-20190401121727_camera_frontleft.tar.83']"
bafybeiad66up577srzaud7qmrwkwrax5iiruokpflduml7bq243tezz3ia,34091302912,"['camera_lidar-20190401121727_camera_frontleft.tar.84','camera_lidar-20190401121727_camera_frontright.tar.00','camera_lidar-20190401121727_camera_frontright.tar.01','camera_lidar-20190401121727_camera_frontright.tar.02','camera_lidar-20190401121727_camera_frontright.tar.03','camera_lidar-20190401121727_camera_frontright.tar.04','camera_lidar-20190401121727_camera_frontright.tar.05','camera_lidar-20190401121727_camera_frontright.tar.06','camera_lidar-20190401121727_camera_frontright.tar.07','camera_lidar-20190401121727_camera_frontright.tar.08','camera_lidar-20190401121727_camera_frontright.tar.09','camera_lidar-20190401121727_camera_frontright.tar.10','camera_lidar-20190401121727_camera_frontright.tar.11','camera_lidar-20190401121727_camera_frontright.tar.12','camera_lidar-20190401121727_camera_frontright.tar.13','camera_lidar-20190401121727_camera_frontright.tar.14','camera_lidar-20190401121727_camera_frontright.tar.15','camera_lidar-20190401121727_camera_frontright.tar.17']"
bafybeigvzw43aiurpf4ixfphizxjnogxw36g5wffi5imnqmcvp45hp7nq4,34091302912,"['camera_lidar-20190401121727_camera_frontright.tar.18','camera_lidar-20190401121727_camera_frontright.tar.19','camera_lidar-20190401121727_camera_frontright.tar.20','camera_lidar-20190401121727_camera_frontright.tar.21','camera_lidar-20190401121727_camera_frontright.tar.22','camera_lidar-20190401121727_camera_frontright.tar.23','camera_lidar-20190401121727_camera_frontright.tar.24','camera_lidar-20190401121727_camera_frontright.tar.25','camera_lidar-20190401121727_camera_frontright.tar.26','camera_lidar-20190401121727_camera_frontright.tar.27','camera_lidar-20190401121727_camera_frontright.tar.28','camera_lidar-20190401121727_camera_frontright.tar.29','camera_lidar-20190401121727_camera_frontright.tar.30','camera_lidar-20190401121727_camera_frontright.tar.31','camera_lidar-20190401121727_camera_frontright.tar.32','camera_lidar-20190401121727_camera_frontright.tar.33','camera_lidar-20190401121727_camera_frontright.tar.34']"
bafybeieldgxkr26lzcwq4sqv4orp5g64cdxoyvmptqtmbeoiabdcks6nbu,34091302912,"['camera_lidar-20190401121727_camera_frontright.tar.35','camera_lidar-20190401121727_camera_frontright.tar.36','camera_lidar-20190401121727_camera_frontright.tar.37','camera_lidar-20190401121727_camera_frontright.tar.38','camera_lidar-20190401121727_camera_frontright.tar.39','camera_lidar-20190401121727_camera_frontright.tar.40','camera_lidar-20190401121727_camera_frontright.tar.41','camera_lidar-20190401121727_camera_frontright.tar.42','camera_lidar-20190401121727_camera_frontright.tar.43','camera_lidar-20190401121727_camera_frontright.tar.44','camera_lidar-20190401121727_camera_frontright.tar.45','camera_lidar-20190401121727_camera_frontright.tar.46','camera_lidar-20190401121727_camera_frontright.tar.47','camera_lidar-20190401121727_camera_frontright.tar.48','camera_lidar-20190401121727_camera_frontright.tar.49','camera_lidar-20190401121727_camera_frontright.tar.50','camera_lidar-20190401121727_camera_frontright.tar.51']"
bafybeig5ygfcybbz44zh2nhafvzjcri7thu2q6ltacp5afvbhnbdi3rcou,34091302912,"['camera_lidar-20190401121727_camera_frontright.tar.52','camera_lidar-20190401121727_camera_frontright.tar.53','camera_lidar-20190401121727_camera_frontright.tar.54','camera_lidar-20190401121727_camera_frontright.tar.55','camera_lidar-20190401121727_camera_frontright.tar.56','camera_lidar-20190401121727_camera_frontright.tar.57','camera_lidar-20190401121727_camera_frontright.tar.58','camera_lidar-20190401121727_camera_frontright.tar.59','camera_lidar-20190401121727_camera_frontright.tar.60','camera_lidar-20190401121727_camera_frontright.tar.61','camera_lidar-20190401121727_camera_frontright.tar.62','camera_lidar-20190401121727_camera_frontright.tar.63','camera_lidar-20190401121727_camera_frontright.tar.64','camera_lidar-20190401121727_camera_frontright.tar.65','camera_lidar-20190401121727_camera_frontright.tar.66','camera_lidar-20190401121727_camera_frontright.tar.67','camera_lidar-20190401121727_camera_frontright.tar.68']"
bafybeibz43wgjj3fe7dkxj5v642l6f5lsa3xyjuu3dn4n6yxddc2pv5fhq,34091302912,"['camera_lidar-20190401121727_camera_frontright.tar.69','camera_lidar-20190401121727_camera_frontright.tar.70','camera_lidar-20190401121727_camera_frontright.tar.71','camera_lidar-20190401121727_camera_frontright.tar.72','camera_lidar-20190401121727_camera_frontright.tar.73','camera_lidar-20190401121727_camera_frontright.tar.74','camera_lidar-20190401121727_camera_frontright.tar.75','camera_lidar-20190401121727_camera_frontright.tar.76','camera_lidar-20190401121727_camera_frontright.tar.77','camera_lidar-20190401121727_camera_frontright.tar.78','camera_lidar-20190401121727_camera_frontright.tar.79','camera_lidar-20190401121727_camera_frontright.tar.80','camera_lidar-20190401121727_camera_frontright.tar.81','camera_lidar-20190401121727_camera_frontright.tar.82','camera_lidar-20190401121727_camera_frontright.tar.83','camera_lidar-20190401121727_camera_frontright.tar.84','camera_lidar-20190401121727_camera_frontright.tar.85','camera_lidar-20190401121727_camera_rearcenter.tar.00']"
